5871,-1339,6121,4755,-8165,-24591
7666,-1023,5650,5916,-16614,-21475
11608,800,4935,5650,-23007,-20207
16265,1229,5259,3946,-23191,-18492
19352,856,3020,2582,-24106,-13292
22836,-962,1141,587,-19956,-9778
23497,-3592,1240,508,-13102,-7573
20638,-4131,3050,2867,-7254,-4813
17213,-3536,2521,3093,-5920,-2384
18426,-3930,3634,2044,-6299,-870
18282,-4554,3837,1346,-2822,-4
15089,-5406,3287,1924,-1349,-135
13749,-5542,3418,2355,-2069,-1018
14615,-4461,2245,4467,-7746,-65
15548,-2505,2230,5511,-8572,1427
17426,-1656,2218,4708,-7923,3585
18572,-3522,2362,4051,-5397,6232
16771,-4025,2912,4435,-2721,8931
15361,-3802,3826,4066,-1470,10802
14775,-5172,3839,3474,-707,12078
14540,-7107,2967,3056,686,12810
13828,-8724,1885,3732,2066,13592
13252,-8594,2580,5636,1351,14991
14228,-8859,2918,6246,-858,17828
16469,-10191,2908,5911,-1737,20544
17807,-9741,3729,5828,1219,22762
16027,-8323,3771,5377,5546,26437
14132,-7802,4634,4486,7892,31693
9753,-8300,4416,3817,7912,32767
4681,-10205,3379,4483,6616,32767
-487,-11130,3534,7042,5431,32767
-4472,-10653,2992,9324,2846,32767
-7036,-9909,3656,10630,1575,32767
-7951,-8516,3984,10664,38,32767
-7936,-6700,4234,9313,1749,32767
-10115,-4844,4832,7245,5323,32767
-13212,-3366,4541,4269,8361,32767
-15462,-2678,4571,753,7076,32767
-15808,-2357,4518,-1883,5824,32767
-15835,-1024,4818,-3352,5990,32767
-15919,381,4731,-5652,7076,32767
-15976,652,4125,-7388,6868,32767
-18653,2385,3538,-8055,4981,32767
-12049,8619,2644,-11323,13257,32767
-24419,13279,572,-11947,14292,32530
-23430,14913,1108,-12922,10885,28751
-20859,13914,1079,-12905,19441,24490
-28972,15822,-43,-12317,24179,17306
-32652,16942,408,-11810,17777,7997
