-22992,16658,269,2160,29930,30376
-32768,4884,6096,-3501,28618,25227
-32768,-1284,4319,5161,382,12907
-30301,-1444,6735,1051,-1220,-667
-30984,-2984,6580,-2350,7655,-8929
-32768,-3528,5485,-1200,4537,-17659
-32229,-1765,4600,-979,-1560,-27578
-27299,-977,4131,-873,-4863,-32751
-20466,-763,3915,-809,-6500,-32768
-14156,-1211,3623,-1143,-8769,-32768
-7873,-1284,3056,-1888,-12688,-32768
-1254,118,2184,-2447,-19462,-32768
6488,888,622,-3780,-25719,-32332
14698,-781,-260,-5245,-26303,-26471
20058,-3963,-192,-3009,-19878,-16967
19781,-3711,1114,2196,-7676,-3307
13831,-2868,457,5098,1968,8274
9706,-2162,270,5682,5175,16152
6953,-1791,500,8000,6414,22763
2935,-853,1589,11308,8139,29435
-1579,464,2825,13960,7553,32767
-3426,1926,3499,14917,7854,32767
-6270,4715,3659,15510,11195,32767
-13584,8012,4872,15681,16110,32767
-21006,8532,5296,16713,11122,32767
-21853,8933,7120,18060,7179,32767
-20527,10936,8153,18725,10714,32767
-20313,16052,6177,18323,11309,32767
-21842,19691,4791,12392,9596,32767
-21665,19372,5978,8598,8609,32767
-20944,21148,5914,5625,17085,32767
-18141,20120,3309,2981,26409,32767
-21942,20281,-1007,360,30211,30464
-21541,19871,-2849,-2772,30693,26600
-20238,18917,-4641,-2836,32681,21988
-27685,17290,-6897,-2151,26362,15483
-26522,13793,-6847,-337,8005,8694
-18003,12594,-4960,1025,-2015,2282
-11352,12140,-2222,2709,-487,-1463
-8385,13035,-588,3135,6126,-3805
-9821,15707,1376,422,8725,-4790
-8704,15206,3951,-5997,6592,-4251
-8068,12464,4893,-5252,2164,-2477
-6112,12437,3508,-2713,313,-1953
-7111,13125,1367,-892,1119,-1868
-8218,14782,-726,809,-2685,-2794
-7474,14503,-1081,1300,-3882,-3272
-6794,14428,-1359,1219,-3849,-3692
-6324,14413,-1545,996,-3515,-3716
-5934,14129,-1413,658,-3048,-3508
-5787,14012,-1309,713,-3248,-3139
-5186,13916,-1170,589,-3070,-2432
-5514,13884,-1298,574,-1810,-1428
-7086,14396,-510,1101,-1636,-775
-7736,14841,908,1690,-3486,-431
-6928,14873,1472,1265,-4765,-343
-6294,14312,1060,657,-5114,-299
-6612,13331,573,700,-5082,-444
-7229,13133,155,1295,-4986,-797
-7551,13450,243,1660,-4646,-1069
-8311,13537,116,1769,-3396,-1352
-24152,15758,-194,422,-2366,-5996
-25060,15390,115,-849,-13432,-10651
-22448,16120,1170,-1865,-19261,-17295
-18532,16319,3698,-2624,-14598,-26707
-21244,15916,5929,-4004,-2882,-32563
-28363,13734,4055,-1806,931,-32768
-32120,15135,905,-430,-3141,-32768
-30904,16632,482,-1290,-9972,-32768
-27661,16372,-110,-1525,-14665,-32768
-23622,15469,168,-1613,-14478,-32768
-22359,14181,166,-1187,-14062,-32768
-17044,13041,58,-2612,-17355,-32768
-11493,10944,24,-6786,-22026,-32768
-6114,7611,-336,-11287,-27758,-32768
-1187,4247,18,-12974,-31057,-32768
4679,2756,-549,-12977,-31200,-32768
10405,-699,-433,-12467,-23332,-32484
12195,-4286,-117,-10239,-13069,-26281
11399,-5572,-1143,-7740,-5870,-18863
10817,-7868,-1452,-5001,-1994,-11297
11021,-8694,-2035,-1274,853,-3566
12884,-9481,-2558,2380,3623,3637
14237,-9871,-1875,5641,6863,10245
12912,-10283,-757,8988,8315,17634
10775,-9645,725,13825,9286,26891
9963,-7900,2053,18169,13415,32707
7077,-5631,2213,20665,16998,32767
1036,-1330,6769,21349,23491,32767
-11229,2889,4513,20878,19913,32767
-11024,8568,6215,18837,11094,32767
-17182,10208,7648,10903,15439,32347
-30409,8990,12328,6699,17010,26674
-32768,5885,13000,3743,12792,15467
-32768,1304,12363,670,10570,3400
-32768,-976,10575,-1763,6271,-6365
-32768,-2638,9693,-4462,140,-14704
-30631,-2792,9703,-4813,-2534,-23032
-25037,-2269,8271,-3345,-2731,-30470
-19715,-1320,6326,-2566,-3525,-32768
-14431,491,4142,-3868,-6951,-32768
-8934,459,3034,-5881,-12222,-32768
-4062,-88,3543,-5929,-19538,-32763
1952,104,2239,-6020,-27424,-30379
7635,-893,1234,-5372,-28451,-23570
10448,-2582,602,-2302,-24850,-14022
10938,-3441,-412,1642,-18698,-4616
11276,-3328,-1095,3391,-11132,3005
11991,-3968,-1682,4154,-2877,9964
12720,-5608,-1841,5726,6355,17513
11549,-6061,-1953,8917,15414,26876
7876,-3585,-1434,12533,22702,32719
3628,-544,1075,15383,28706,32767
-4685,4282,2526,16075,32729,32767
-19834,6271,3233,17567,29175,32767
-29905,7300,2729,21042,9444,32767
-21257,6367,5677,23118,-9141,32767
-15484,7871,5247,25733,-13671,32767
-15503,13274,5428,31019,-12919,32767
-18863,21820,6501,32767,-12249,32767
-14296,28676,7975,29712,-14315,32392
-11973,25466,9851,12419,19475,13875
-11188,21781,5792,9706,23681,10141
-8219,19811,3804,7168,28876,5597
-7686,19640,3393,3020,32751,730
-8346,19894,1961,-3483,32767,-1474
-21242,17516,-1926,-9373,30530,331
-18906,13212,-232,-10635,15056,-1117
-12776,11249,184,-7040,7311,78
-8389,12243,-225,-2647,6077,853
-6868,13155,-459,-1168,7885,-145
-6710,13952,-386,-1327,9220,-1323
-7539,13743,-281,-2560,10256,-2239
-9705,13396,-277,-2450,8173,-2294
-10428,13373,-248,-1535,2951,-1998
-8216,13978,-72,-679,-1034,-2105
-6291,15109,55,-496,-2518,-2049
-4926,15211,45,-573,-2679,-1610
-4082,15260,65,-320,-2402,-808
-3636,15226,306,149,-1737,574
-3676,14567,1155,455,109,1738
-6577,14170,1406,699,1804,2198
-9294,13557,1083,706,114,1659
-9849,13114,492,747,-3123,469
-8591,13131,146,874,-5902,-407
-7469,13512,26,952,-7119,-657
-8194,13692,221,919,-7247,-720
-9837,14142,456,1164,-7584,-1151
-10611,14505,649,1805,-8746,-2560
-11113,14931,931,2472,-8180,-5482
-12667,16476,3617,2215,-6324,-9526
-13742,17931,3240,-698,-3346,-14813
-16902,16008,2962,-3304,-1468,-18240
-21202,14265,3163,-3093,-5654,-20133
-21115,14785,3276,-3875,-12267,-22816
-19200,14724,4304,-5411,-13226,-25848
-18728,13699,4616,-5988,-10706,-28434
-20612,12876,4476,-5968,-7472,-31536
-23963,13070,5090,-5695,-9266,-32768
-21585,13939,5557,-6912,-11551,-32768
-19951,12670,4679,-10124,-9867,-32768
-21709,10152,5072,-11891,-7923,-32768
-24567,9335,4132,-11995,-9264,-32768
-25512,7964,3337,-11115,-10983,-32768
-22838,7419,1636,-9758,-13491,-32768
-17746,7362,528,-9970,-17046,-32768
-9978,5631,1238,-12112,-21043,-32768
-5685,4024,2348,-12765,-22509,-32768
-3970,3182,2077,-12791,-24359,-32768
2819,1679,-339,-14923,-25778,-32768
13110,-232,-1828,-17114,-20365,-31111
18944,-5464,-1589,-14954,-10701,-22173
18588,-7791,-3229,-6482,-4944,-10776
19821,-8171,-4053,-1618,-1468,-710
21251,-9160,-4532,3083,2434,10059
20083,-9486,-2645,8177,8637,21866
14253,-8683,-902,12661,13402,31807
8401,-8496,353,16905,10573,32767
5647,-6666,4095,21740,9840,32767
3237,1798,5531,22006,19408,32767
-10890,10590,11506,11245,31315,32767
-31739,7926,10217,7192,24260,32767
-32768,2061,8496,5093,12337,27442
-32768,1391,7909,4008,6643,15840
-32768,1780,8038,2295,1058,4898
-32409,1613,8188,-1720,-813,-8056
-29493,1763,7137,-3833,1319,-19646
-27324,819,5488,-3878,1062,-28987
-21104,-20,4715,-3571,-1488,-32768
-15097,136,4575,-1996,-4438,-32768
-10334,-155,4116,-740,-9732,-32768
-5166,-985,3852,237,-17254,-32768
1874,-1215,3514,-414,-25553,-32768
10901,-1506,2855,-2726,-27771,-30742
16884,-2821,3295,-4395,-20821,-21864
16795,-5242,2942,-3360,-9428,-8483
13176,-6870,1570,-718,94,3233
12004,-7063,1329,1970,5208,11753
10566,-6916,1103,3884,9452,19800
7470,-6004,957,5719,11610,28093
6263,-5731,984,7839,15557,32754
3550,-5647,1640,11875,20760,32767
-1778,-2823,3707,16806,23090,32767
-8511,1684,4280,19733,25674,32767
-16688,6451,2807,21531,22217,32767
-22132,10535,1036,21339,8511,32767
-18679,13653,1401,20742,-7099,32767
-15638,16977,4691,18238,-1022,32767
-19650,19471,6121,14738,8961,32767
-23742,19668,5036,9364,9935,32767
-20952,17162,6152,5479,6483,32767
-19919,17287,6936,6826,9137,32767
-21741,19023,4132,8147,9078,32662
-16447,18881,2594,7298,9826,28875
-12314,18957,1580,4905,15039,21669
-12912,17415,857,4594,21956,16611
-17232,18138,-329,5429,22161,12696
-14997,17337,-749,1840,19853,8153
-13912,15773,-919,-761,19504,5191
-13545,15465,923,-2455,18610,2847
-12156,12517,386,-5200,13439,945
-10627,12018,242,-1924,11076,-637
-10924,13081,132,-1617,8415,-1494
-10992,13368,108,-1500,4484,-1911
-9460,13557,446,-1043,156,-2290
-7664,14181,403,-353,-2770,-2350
-5900,15310,288,337,-4751,-2198
-4542,16044,18,769,-5040,-1563
-3960,16377,-283,750,-4598,-500
-3746,15294,-238,674,-4350,673
-3882,14413,0,1157,-3911,1454
-4197,14268,-175,1182,-3157,2060
-4812,13962,-534,829,-2455,2075
-5998,13789,-856,655,-2329,1612
-6929,13800,-1045,984,-3335,1077
-7708,14199,-1280,1258,-5313,531
-8029,13885,-55,985,-6188,290
-11649,13355,12,1991,-10177,-435
-13206,13474,676,3893,-16987,-1930
-10874,14232,3103,5716,-20660,-3651
-12153,15629,4084,5825,-19678,-4831
-17360,16772,2621,3443,-19861,-7536
-18471,17993,4854,-600,-17974,-14067
-19576,20241,6921,-5316,-12773,-21803
-21361,20589,6756,-11387,-8481,-28314
-23197,18680,6227,-14744,-6900,-32409
-26750,12283,420,-11759,-10571,-32768
-24344,9936,0,-8110,-15242,-32768
-18174,10035,-1049,-7444,-22361,-32768
-7683,9709,-1155,-10354,-28580,-32768
14,7062,-324,-13609,-28146,-32768
4077,3588,-441,-14929,-25980,-32768
7612,1595,115,-14137,-22615,-32157
11285,1051,1758,-13003,-12746,-25355
10522,-1089,282,-11087,-1595,-17272
8125,-2595,-1236,-9477,3612,-10476
6132,-3500,-1675,-7685,2215,-2839
10612,-7056,-1506,-5366,-3319,5126
18302,-11623,-2005,944,-5698,16240
23699,-12201,1165,13372,1553,28771
18816,-9672,3913,19756,10081,32767
10306,-6925,4820,20968,12916,32767
3321,-2768,8396,18142,19658,32767
-5059,2639,8130,15571,29667,32767
-18689,11057,3590,14373,29745,32767
-27225,14490,780,6940,20931,32100
-26284,6843,4124,2441,24490,24148
-32768,4162,2592,6164,18444,14852
-32768,3660,2844,6659,-6796,608
-28178,1955,5985,2278,-12680,-14414
-19381,848,8352,-1723,-1175,-21709
-23001,-104,6652,-2758,9463,-26444
-27004,60,4131,-2736,6473,-31722
-22877,375,2484,-3051,-4309,-32768
-1400,-1273,2233,910,-21025,-32197
918,-1692,3151,5395,-26883,-20676
9546,-3005,789,4449,-25882,-8728
16745,-8031,875,3726,-4284,9960
14036,-5335,819,7880,18118,31052
11088,-1460,-131,9354,24266,32767
6478,3182,2428,12064,25365,32767
967,9127,3987,14465,22811,32767
-6568,14290,7038,15361,22742,32767
-19231,17752,-2327,-3087,27656,9809
-19925,10494,-2561,-5150,13850,3654
-17166,9888,-1804,-2386,2430,2188
-12050,10194,-1046,600,-2673,2101
-7758,11739,-982,1490,-1107,2248
-10725,14052,-678,-2222,8058,104
-12190,13681,-293,-1301,3226,-838
-10719,13564,350,268,-2226,-1535
-8341,14176,763,1260,-4677,-2208
-7110,15166,841,1572,-5910,-2532
-5202,15452,701,1219,-6274,-2503
-3589,15547,328,792,-5062,-2066
-3549,15665,76,580,-3488,-1011
-4171,14812,188,708,-2664,763
-5069,13728,288,1152,-2906,2310
-5556,13856,387,1440,-3291,2924
-5956,13884,490,1212,-2885,2907
-6907,13779,15,904,-2965,2508
-7188,13487,-357,955,-3839,1876
-8024,13521,-594,1565,-4659,1069
-9028,13606,-472,2292,-6175,164
-9616,13517,110,3006,-7328,-641
-9980,13710,2146,3890,-6188,-1199
-11867,14966,1582,3475,-819,-2103
-16148,16387,-577,2845,313,-4624
-19620,18082,-2524,2390,-6739,-9463
-18278,18973,-2922,483,-16353,-16513
-16552,18626,-600,-1918,-18881,-21287
-15140,17159,1495,-2581,-15456,-24399
-18028,14732,1896,-1781,-9483,-27475
-21981,13619,2245,-885,-7938,-31589
-23942,13718,1879,-1117,-9273,-32768
-24502,14632,2308,-2457,-11524,-32768
-25342,14429,2815,-4095,-9658,-32768
-15189,12359,2132,-6724,-18248,-32768
-9110,9965,1359,-8896,-19663,-32768
-3922,6064,1760,-10825,-22867,-32768
3966,238,-594,-8052,-24437,-32277
8184,-2090,-1091,-7653,-19220,-25414
11559,-3211,-1572,-6713,-13827,-17404
13408,-3975,-1687,-5280,-8319,-9373
18845,-7201,-1208,11704,-1906,26189
15643,-5070,1074,19466,708,32767
11294,-272,2452,25169,5738,32767
4871,5782,1692,25615,18281,32767
-4997,11549,4184,23467,27664,32767
-19176,15696,7054,22561,31715,32767
-32279,20701,4583,14184,23538,32127
-31198,12163,9884,2974,16481,20469
-32768,4442,10459,-1222,16390,10542
-32768,3042,8932,-2321,4377,1
-29735,2246,9709,-5074,1142,-11338
-28814,1558,8542,-5230,7742,-20712
-32023,2729,6443,-3077,11124,-30853
-31923,6193,2063,-84,5750,-32768
-23669,6808,1555,39,-2200,-32768
-14493,3058,4820,1210,-8600,-32768
-8924,1240,5536,2529,-15586,-32768
-3684,1737,4870,1306,-24951,-32768
1797,1934,2427,-2033,-31432,-32104
9488,-627,568,-5494,-31875,-25147
16276,-4827,-988,-6696,-24405,-15685
18467,-8545,190,343,-551,8841
15639,-7899,-409,2724,8926,20089
12520,-6308,199,5992,13175,30544
8473,-4034,272,9529,13253,32767
4793,-472,1245,13504,11009,32767
2175,3059,4180,16642,12950,32767
-4142,6440,6572,19602,18674,32767
-14678,9963,5040,20816,23341,32767
-26404,18568,-572,18855,17268,32767
-20908,21976,1299,10653,5031,32767
-20816,19269,3064,6859,3511,32767
-21330,19693,3363,10262,967,32767
-18719,21000,2244,7016,4239,25035
-12378,18933,2323,6423,7680,19143
-9651,18303,1431,5654,16927,13211
-10963,17683,343,4681,24907,9614
-15168,16239,-1131,2953,23595,7606
-16829,15351,-2406,2348,12568,5824
-13766,15169,-1018,996,5134,3092
-11041,14560,-888,322,2201,2094
-8286,15004,-257,531,845,531
-5633,15406,1360,-347,3501,-2466
-6391,15768,956,-283,5162,-3681
-7392,16270,1393,-2056,2475,-3394
-6332,15158,1637,-1867,-2508,-2663
-4303,15346,1486,-485,-5594,-2075
-2242,15936,606,-395,-5004,-1986
-1772,15578,-708,-786,-2147,-1915
-3072,15129,-1428,-831,-222,-1833
-3844,15324,-1457,-112,-327,-1066
-3749,14733,-921,166,-1167,491
-3556,14179,-509,636,-916,1859
-4392,14292,-360,656,23,2322
-5874,14149,-480,547,231,1987
-7363,14333,-410,765,-1129,1047
-7513,14709,-66,1134,-3779,-23
-6756,14420,311,1465,-6065,-509
-6731,14292,852,1949,-7473,-616
-8087,14594,1532,2426,-8082,-810
-11075,15179,1920,2767,-8807,-1466
-13664,16876,1655,2401,-12408,-3567
-14939,19877,2110,-93,-18349,-7067
-10259,18177,4887,-13459,-1311,-20887
-15536,14956,2806,-13137,3823,-25085
-23059,14013,1328,-9594,-2492,-27714
-22570,15343,1404,-8555,-12231,-30289
-17328,14708,4185,-9101,-11448,-32768
-17282,12487,6246,-8551,-2828,-32768
-24862,11009,4256,-7294,-373,-32768
-29758,11850,4207,-5962,-5783,-32768
-30028,14906,5230,-7186,-8846,-32768
-26589,14063,3758,-9093,-11081,-32768
-18456,9729,3081,-10701,-11971,-32768
-15009,7285,2457,-10432,-14481,-32768
-10036,7748,1259,-11608,-20546,-32768
-2836,6791,313,-15771,-25932,-32768
3142,1883,652,-18150,-24763,-32768
7891,-2577,352,-19146,-19359,-32768
12927,-6516,2623,-16819,-10182,-31278
14897,-9161,2278,-9989,-870,-20539
14103,-8778,-104,-3608,4618,-8965
14671,-7261,-1128,-1087,6365,157
14928,-7982,-1312,2263,5623,10176
11491,-7519,-794,7354,2751,21155
10517,-5798,619,13070,-1388,30722
10784,-5272,1928,18335,-2124,32767
9571,-1900,1604,22383,6464,32767
5599,5770,3943,20757,22938,32767
-5670,10857,6433,20648,32767,32767
-18800,16413,2241,14220,32767,32767
-28819,13488,3666,-120,32767,28531
-32768,4294,4275,-4306,28984,21194
-32768,-667,-1734,-7485,6137,10703
-32112,-5676,-1816,-8412,-13405,-3509
-25137,-5449,3740,-3585,-5767,-12152
-31893,-3496,1147,2767,859,-18883
-32768,-283,960,3525,-4742,-29383
-29280,3926,3030,2041,-8936,-32768
-22027,4914,4550,1326,-9303,-32768
-15232,3023,5130,608,-9995,-32768
-10537,1597,4591,-114,-11528,-32768
-7152,2457,4587,-1250,-15455,-32768
5728,1993,1333,-3763,-31433,-32768
14087,1516,-3700,-9407,-32768,-32741
21505,-1191,-7700,-13361,-32768,-25460
30727,-4977,-9095,-13684,-31104,-11552
16083,-6385,-3931,8094,12426,28947
8555,-5152,-2437,16919,11946,32767
5947,-3187,-748,23485,9345,32767
2932,51,1112,29162,11345,32767
-1803,3011,1632,32355,14701,32767
-8360,3878,4124,32767,15734,32767
-15188,8023,1775,32767,9408,32767
-16906,14241,1584,32767,2955,32767
-15808,15576,3247,28984,-548,32767
-17755,16132,7446,27099,177,32767
-18209,21299,10863,26064,5580,32767
-15968,21279,9930,21793,13909,32754
-15744,20059,8364,17587,22295,29967
-20684,21975,6036,13202,26453,25853
-20681,20980,4813,8294,24842,21855
-17365,19549,4266,2290,23855,16629
-17256,14616,2467,-289,25260,14849
-20016,14004,1128,3442,21419,16312
-22116,16485,-221,4159,11319,14614
-17530,17003,432,3817,4135,11159
-14002,17083,1637,2348,5734,6906
-13772,16444,1715,837,11262,2589
-15011,16444,1696,-2081,11829,-1913
-14716,13186,2613,-5235,9356,-4022
-12051,11183,3112,-4067,3486,-3468
-9032,11490,3218,-2450,-910,-2848
-6607,12188,2959,-1351,-2465,-2310
-6334,12942,1916,-858,-2103,-2033
-7144,13960,1040,-443,-2266,-2233
-7491,14756,-18,-308,-3494,-2369
-5320,14830,-777,568,-8808,-476
-3833,13957,308,1327,-6349,964
-4308,13188,1326,2141,-3935,2099
-6015,13113,2097,2127,-2463,2389
-8282,12869,1576,2139,-4577,1848
-8190,12971,1488,2313,-5798,1224
-8842,13423,1397,2451,-6812,614
-9365,13879,1863,2543,-7427,-2
-11355,14413,2823,2897,-7980,-903
-14916,15636,4342,3422,-9483,-1910
-19147,18677,4370,2187,-13415,-3482
-17944,20541,2787,-3374,-19141,-6744
-13280,18902,3326,-8985,-20194,-11560
-7137,17728,7265,-12437,-10725,-18846
-10096,15971,8510,-13273,3246,-23673
-15721,14331,7540,-12773,8582,-28246
-20157,11782,6058,-13028,7332,-31679
-22276,9508,6094,-12648,1191,-32766
-21588,8175,7076,-11874,-752,-32768
-24090,8017,7204,-10440,935,-32768
-29435,9246,4440,-9381,610,-32768
-32591,9206,3544,-8349,-666,-32768
-32768,10463,3076,-5408,-4936,-32768
-29516,12588,2031,-3964,-12836,-32768
-20517,14473,1046,-5071,-21257,-32768
-11302,14599,-336,-9964,-31118,-32768
-2674,12199,-2362,-16340,-32768,-32768
6642,8741,-4060,-21625,-32768,-32768
15808,1124,-4267,-22561,-32611,-32768
21256,-5596,-7026,-17257,-25482,-29561
26189,-6308,-10373,-11264,-14332,-17645
30132,-8359,-9847,-5090,-3754,-2780
26810,-7730,-9224,5511,6253,13115
19506,-4176,-7672,12827,10985,25494
14914,-580,-4696,19783,13014,32635
11266,1544,-2080,27263,15001,32767
7460,7089,-3204,31477,22634,32767
-433,10376,537,26015,29640,32767
-8353,9781,3708,18989,31334,32767
-13888,4887,10129,15645,25613,32767
-23421,6821,8482,14106,30792,32767
-32380,11930,7872,11045,28779,32682
-32768,17949,7328,3854,14919,22902
-32768,6827,9712,-5811,5585,6789
-32768,-644,10365,-7122,10017,-10825
-32768,780,5116,-4609,10537,-23780
-32232,3284,1333,-5125,3470,-31762
-27467,3791,248,-6192,2012,-32768
-24054,2569,100,-1683,3506,-32768
-19669,1948,194,5359,-297,-32768
-13582,1893,1387,6673,-6978,-32768
-7160,1991,2962,6355,-14344,-32768
-1969,2927,4080,5189,-18958,-32768
463,3648,3130,3427,-21939,-32768
