mean_accel1,mean_accel2,mean_accel3,mean_gyro1,mean_gyro2,mean_gyro3,max_accel1,max_accel2,max_accel3,max_gyro1,max_gyro2,max_gyro3,min_accel1,min_accel2,min_accel3,min_gyro1,min_gyro2,min_gyro3,median_accel1,median_accel2,median_accel3,median_gyro1,median_gyro2,median_gyro3,std_accel1,std_accel2,std_accel3,std_gyro1,std_gyro2,std_gyro3,no_peaks_accel1,no_peaks_accel2,no_peaks_accel3,no_peaks_gyro1,no_peaks_gyro2,no_peaks_gyro3,recurring_dp_accel1,recurring_dp_accel2,recurring_dp_accel3,recurring_dp_gyro1,recurring_dp_gyro2,recurring_dp_gyro3,var_coeff_accel1,var_coeff_accel2,var_coeff_accel3,var_coeff_gyro1,var_coeff_gyro2,var_coeff_gyro3,kurtosis_accel1,kurtosis_accel2,kurtosis_accel3,kurtosis_gyro1,kurtosis_gyro2,kurtosis_gyro3,tag
0.32171276852522324,0.5873038860728941,0.19188993482983344,0.2246439777938692,0.13278445680268086,3.0,0.08,0.41274226513104706,-1.5106219517597126,0.4250189405700801,0.6311246351611501,0.08706452213873195,0.4302303918524498,0.15765515201520372,3.0,0.0,0.37093676767378897,-1.0584742274846808,0.6030361034776842,1.0,0.4723775229792476,0.569364161849711,0.11501048242022549,3.0,0.0,0.19071906600113128,2.251447224448315,0.3973695198329854,0.5052192066805845,0.20250521920668055,0.40501043841336115,0.05381138868645023,5.0,0.42,0.13541901429447126,2.655622134660592,0.49328767123287676,0.6027397260273972,0.4280821917808219,0.4794520547945206,0.05165655161207643,3.0,0.76,0.1047189188470308,-0.9953366467101761,0.5124749163879598,0.6705685618729097,0.403010033444816,0.46571906354515047,0.09171944916462998,1.0,0.46,0.17897353847304293,-1.3460024414516973,1.0
0.261651943036447,0.49978276611151334,0.1647598358677287,0.21523050929278298,0.0989547972505563,3.0,0.12,0.378192480064145,0.20932287740743183,0.4824504750667577,0.6311246351611501,0.2526237347078184,0.5605166739116935,0.13252861773363023,3.0,0.0,0.2746989060696685,-1.5272415623700155,0.5440898322751824,0.6987586468302852,0.46517577939922294,0.5464796740263432,0.061411236865437535,3.0,0.0,0.11286966457108463,-0.5648868919377481,0.39774530271398745,0.47599164926931103,0.27557411273486426,0.4029227557411273,0.039059733826029744,5.0,0.58,0.09820287897684363,1.256407268999201,0.48287671232876705,0.6027397260273972,0.4143835616438356,0.4486301369863014,0.057379112441440394,3.0,0.64,0.11882766548156452,-1.0462045908477986,0.5106020066889632,0.6705685618729097,0.403010033444816,0.46989966555183943,0.08636317374059582,2.0,0.34,0.1691399027211512,-1.0799493872712667,1.0
0.22109196234612596,0.3550084479845522,0.1647598358677287,0.21238233164373643,0.03567417051206406,3.0,0.12,0.16135444334342242,4.64981401914836,0.5017052723095075,0.6311246351611501,0.2139973917903496,0.5691796559647271,0.12721067197064276,3.0,0.04,0.25355657791884856,-0.8534045768931482,0.5169468397612055,0.6434189330048328,0.46517577939922294,0.49568842983038003,0.04380622792888662,5.0,0.0,0.08474029544144643,-0.010530232930412886,0.3861377870563674,0.45093945720250517,0.27557411273486426,0.3924843423799582,0.03810111818630382,3.0,0.58,0.09867233786353553,0.7110333594348353,0.46109589041095894,0.6027397260273972,0.4143835616438356,0.4452054794520548,0.04210384895058132,1.0,0.7,0.09131256605443958,3.064795821178322,0.47247491638795985,0.6705685618729097,0.17725752508361203,0.4615384615384615,0.1158983329245092,2.0,0.34,0.24530049935887485,0.4663111509780289,1.0
0.2943528843832971,0.8467294231233404,0.1647598358677287,0.21749939657253198,0.1739521750070498,3.0,0.08,0.590964737347485,3.1633895395564897,0.47148109048003467,0.6311246351611501,0.08197230329752214,0.5691796559647271,0.18070034760300346,3.0,0.04,0.3832610708077918,-0.21838306924173656,0.48690988344546576,0.5717805363403772,0.39609589690135505,0.48720742916706156,0.041956365517536884,4.0,0.0,0.08616864628141406,0.5138608760926768,0.40321503131524006,0.4864300626304801,0.30480167014613774,0.4050104384133611,0.03748075954527549,2.0,0.6,0.09295476764102184,0.2759535185814168,0.45719178082191775,0.5273972602739726,0.4143835616438356,0.4452054794520548,0.031937571046669215,1.0,0.8,0.06985596064140384,-0.2692305654319771,0.3632107023411371,0.5836120401337792,0.05351170568561869,0.4331103678929766,0.1528310995711965,1.0,0.3,0.4207780734050438,-0.6189474925337577,1.0
0.4209799662080617,0.9064928795558773,0.1647598358677287,0.23748491431329954,0.27274409603896654,4.0,0.0,0.6478790392228967,-1.1848077621089113,0.5020927777432777,0.927901633236043,0.08197230329752214,0.5708563621685401,0.21818658622740517,2.0,0.04,0.43455432123137405,-0.18194927553895335,0.5054676395337818,0.7436747844214915,0.39609589690135505,0.4882024068985123,0.07478472647043492,3.0,0.0,0.14795156132925272,2.0062664095238327,0.40037578288100206,0.4864300626304801,0.30480167014613774,0.4050104384133611,0.04081468211938952,2.0,0.62,0.1019409361517759,-0.20320799215822927,0.4891095890410959,0.7705479452054794,0.2945205479452055,0.4503424657534247,0.09143691959263488,2.0,0.62,0.18694566952142125,2.750662170244551,0.32010033444816055,0.4816053511705685,0.05351170568561869,0.40050167224080263,0.14951893567793534,1.0,0.26,0.46710021698571375,-1.462913326272463,1.0
0.5563823316437365,0.9797731112720249,0.1647598358677287,0.6150615496017378,0.298884778745705,3.0,0.0,0.537193152526431,-1.8177544628814464,0.5360019872073526,0.9594485499596348,0.08197230329752214,0.5650499906849655,0.26206790392363527,3.0,0.04,0.4889308438743795,-0.7641102635121881,0.5264190277646167,0.7599734672604946,0.39154742727186587,0.49426703307116465,0.09804770484254142,3.0,0.0,0.18625410494542863,-0.2634595790001395,0.4075574112734863,0.5594989561586639,0.2275574112734864,0.41231732776617946,0.06202109945250783,2.0,0.44,0.15217757728588904,0.89418891856646,0.4457534246575342,0.7705479452054794,0.0821917808219178,0.4452054794520548,0.14569148441831975,2.0,0.42,0.32684321950022566,0.807523832719907,0.37521739130434784,0.8762541806020067,0.05351170568561869,0.40050167224080263,0.22676495132741312,1.0,0.14,0.60435618546124,-0.4056226580150941,1.0
0.6262534395365676,0.9797731112720249,0.19768283852280955,0.7149167270094134,0.2514331794560023,2.0,0.0,0.4014879018342235,-1.3625821744175897,0.49297398000372605,0.9594485499596348,0.08197230329752214,0.45339377755697696,0.27529072279552647,2.0,0.0,0.5584285052802295,-0.9818314946674338,0.5379399222969772,0.817208376764901,0.3770491803278688,0.5119397327774093,0.10987745644496338,3.0,0.0,0.2042559993982079,-0.4161728422360551,0.41741127348643003,0.5970772442588725,0.2275574112734864,0.43215031315240077,0.07188593262960018,3.0,0.44,0.1722184741901495,0.4921393846816673,0.45986301369863014,0.7705479452054794,0.0821917808219178,0.4914383561643836,0.1537469706414484,2.0,0.3,0.3343321077398193,0.24875176988444725,0.395953177257525,0.9214046822742474,0.05351170568561869,0.3913043478260869,0.25431880814023233,1.0,0.12,0.6422951569721217,-0.691738244905947,1.0
0.6396244267439054,0.9797731112720249,0.1719044170890659,0.7149167270094134,0.23387822050235924,4.0,0.0,0.3656492946852388,-1.3175864031025504,0.45230950754517785,0.9594485499596348,0.08197230329752214,0.39942867788610814,0.2913950576822297,3.0,0.0,0.6442381882789063,-1.0509622704152592,0.5255150194257557,0.817208376764901,0.3620771344641335,0.48701790959916613,0.11876245129989313,3.0,0.0,0.2259924967124023,-0.7091962746908851,0.4182881002087682,0.5970772442588725,0.2275574112734864,0.43215031315240077,0.0715898746963473,4.0,0.36,0.17114968047290058,0.5001995388763238,0.4632191780821917,0.7705479452054794,0.0821917808219178,0.5,0.15561337844280834,3.0,0.34,0.33593898052121873,0.1374487144735954,0.4669230769230769,0.9214046822742474,0.05351170568561869,0.4623745819397993,0.2731537227110673,2.0,0.08,0.5850079728573105,-1.350604526363886,1.0
0.5582611634081583,0.9797731112720249,0.14641564083997105,0.4810765146029447,0.28544838868061934,4.0,0.0,0.5113169380043746,-1.6710631268800622,0.5079711854933863,0.9594485499596348,0.13972551698441282,0.455008383531019,0.25431519774549866,3.0,0.0,0.5006488655424134,-0.8442741569433538,0.5293433146972425,0.817208376764901,0.3620771344641335,0.5061120060646263,0.11575432652615605,4.0,0.0,0.2186753347255583,-0.6280550236922946,0.40722338204592895,0.5970772442588725,0.2275574112734864,0.41127348643006256,0.07141511734105783,4.0,0.34,0.17537086643272176,0.4585687646102343,0.44924657534246576,0.7705479452054794,0.0821917808219178,0.4486301369863014,0.15368845044793827,4.0,0.3,0.34210266451286764,0.15508389803489164,0.555953177257525,0.9214046822742474,0.17224080267558528,0.5459866220735785,0.2046563720030417,2.0,0.16,0.3681180005348582,-0.6453866189801976,1.0
0.42876852522326814,0.9797731112720249,0.14641564083997105,0.351218923485397,0.2709628076523092,4.0,0.0,0.6319559195983744,-0.8792992647998052,0.4913072098366764,0.9594485499596348,0.13972551698441282,0.461435757312302,0.22959963384378998,3.0,0.0,0.46732396603769566,-0.38925392660405045,0.494784421491519,0.817208376764901,0.3620771344641335,0.4570264379797214,0.10304498231713147,4.0,0.0,0.2082623822441785,1.4012760120825272,0.4142797494780793,0.5970772442588725,0.2275574112734864,0.41022964509394566,0.07224004703635079,5.0,0.32,0.17437503794805498,0.3316816853878133,0.41308219178082184,0.6095890410958904,0.0821917808219178,0.4315068493150685,0.1163736524494477,4.0,0.44,0.2817203325753501,1.174216999348661,0.5922408026755853,0.9214046822742474,0.403010033444816,0.5459866220735785,0.15386954889734958,2.0,0.26,0.2598090982624098,-0.9535413526141672,1.0
