mean_x,mean_y,mean_z,max_x,max_y,max_z,min_x,min_y,min_z,median_x,median_y,median_z,gradient_x,gradient_y,gradient_z,std_x,std_y,std_z,skew_x,skew_y,skew_z,iqr_x,iqr_y,iqr_z,zero_crossing_counts_x,zero_crossing_counts_y,zero_crossing_counts_z,dominant_frequency_x,dominant_frequency_y,dominant_frequency_z,tag
12.238,19.61,-0.66,12.68,0.2851000000000001,5.971002930831637,11.859999999999998,-0.278809596537094,2.0,0.0,1.1098000000000001,16.42,-19.61,0.495,0.21960000000000007,6.220429081663097,4.4575,-0.17574665274117726,27.0,0.24,-5.0764,19.61,-19.61,-7.8100000000000005,-0.37010000000000004,12.209140307163317,23.387499999999996,0.43475108581431926,31.0,0.34,1.0
12.073399999999998,19.61,-0.66,12.375,-0.4183999999999999,6.227849905063544,12.9525,-0.2525898634119765,2.0,0.0,0.6462000000000002,16.42,-19.61,0.355,0.18749999999999997,5.960444577378436,4.33,-0.20135961118438903,24.0,0.3,-5.1618,19.61,-19.61,-8.555,0.47860000000000014,12.455599333633046,24.860000000000003,0.42021738584214585,31.0,0.34,1.0
12.1076,19.61,-0.66,12.375,0.1534000000000001,6.418948998083721,12.425,-0.2950695706164204,2.0,0.0,1.3944,16.46,-19.61,0.895,-0.4075,6.934205696400994,5.0575,-0.15787964399257845,27.0,0.3,-4.985,19.61,-19.61,-9.08,-0.39129999999999987,13.500141665923362,26.655,0.4289299074017336,32.0,0.34,1.0
11.9002,19.61,-0.66,12.165,-0.3583999999999999,6.408135295076096,13.312500000000002,-0.26894022575839255,2.0,0.0,1.2933999999999997,16.46,-13.72,0.76,-0.43700000000000006,6.081319465379203,4.8725000000000005,0.46494974870650657,29.0,0.26,-5.585200000000001,19.61,-19.61,-9.665,0.5597999999999999,13.285578834209673,26.3025,0.44815635622354366,32.0,0.34,1.0
11.419,19.61,1.34,11.5,0.022199999999999987,5.914826202011349,11.5475,-0.060417909031647024,0.0,0.0,0.9435999999999999,16.46,-13.72,0.71,0.26270000000000016,5.747099010805364,4.6625,0.2744847555273216,26.0,0.28,-5.6174,19.61,-19.61,-8.83,-0.4089999999999999,12.82903126662337,25.085,0.3551804988512278,34.0,0.34,1.0
11.5568,19.61,1.34,11.5,0.32780000000000004,5.912744350976118,11.5475,-0.12342641316201491,0.0,0.0,1.0972,16.46,-13.72,0.79,0.007900000000000098,5.467966364197936,4.3149999999999995,0.5754105398153359,26.0,0.28,-5.480600000000001,19.61,-19.61,-7.91,-0.5408999999999998,13.019719414795391,25.085,0.33156708790209605,33.0,0.34,1.0
11.378400000000001,19.61,1.22,11.100000000000001,-0.2846,5.916119457887915,11.5475,-0.07160469224589842,0.0,0.0,1.3239999999999998,16.46,-13.72,0.7150000000000001,-0.2724999999999999,5.862046400362249,4.6025,0.6178415626222907,27.0,0.28,-5.377599999999998,19.61,-19.61,-6.265,0.5062,12.72367125636308,24.3625,0.29438016936361566,33.0,0.34,1.0
10.474999999999998,19.61,-0.16,10.525,-0.3544,5.854812123373388,10.605,-0.0023629310525779337,2.0,0.0,0.8715999999999999,15.52,-14.23,0.51,-0.5364,5.678177299098716,4.2875,0.4863878985438923,27.0,0.28,-5.0054,19.61,-19.61,-3.9850000000000003,1.1710999999999998,12.512688793380901,23.9775,0.1977825698004108,35.0,0.34,1.0
10.928799999999999,19.61,-0.16,11.100000000000001,0.38380000000000003,5.73362490576424,9.1775,-0.05992936846202102,2.0,0.0,1.5878,19.61,-14.23,0.7150000000000001,0.024299999999999978,6.221763187393105,4.34,0.5917234514408141,24.0,0.46,-4.6236,19.61,-19.61,-3.9850000000000003,-0.5303000000000001,12.900062288221712,23.9975,0.2144633419496099,37.0,0.36,1.0
10.3246,19.61,-0.16,10.265,-0.3349000000000001,5.89349784423478,10.2725,0.030400523991855256,2.0,0.0,0.6352000000000002,19.61,-19.61,0.54,-0.12589999999999996,7.114254490809279,5.44,-0.08478669902808932,27.0,0.46,-4.362,19.61,-19.61,-2.94,1.0468000000000002,12.570575324940382,24.3925,0.10812256197573271,35.0,0.36,1.0
8.899999999999999,19.61,-3.62,9.605,0.2959999999999999,6.341952380773606,9.254999999999999,0.14872352303158123,6.0,0.0,0.4465999999999999,19.61,-19.61,0.175,0.15970000000000004,7.257633391126889,6.4725,-0.02621108270134451,25.0,0.46,-4.7428,19.61,-19.61,-1.63,-0.9491000000000003,11.944209817313157,23.1675,0.10901407733803123,33.0,0.0,1.0
8.2606,19.61,-4.08,8.66,-0.13189999999999996,6.186483786449295,9.07,0.0872042232430849,8.0,0.0,0.5486,19.61,-19.61,0.97,0.025500000000000078,6.850901549431286,5.9925,-0.22715704450656873,27.0,0.46,-5.134599999999999,19.61,-19.61,-2.7199999999999998,0.44459999999999994,11.556601785992282,21.54,0.2485820254279926,30.0,0.0,1.0
8.0026,19.55,-4.08,8.66,-0.32130000000000014,6.043441009888324,7.395000000000001,-0.13037248450641176,10.0,0.0,0.40519999999999995,19.61,-19.61,0.745,-0.39789999999999986,5.995330262796204,4.7625,-0.28790209712772585,25.0,0.06,-4.889800000000001,19.61,-19.61,-4.74,0.39249999999999974,10.420145582476284,16.72,0.2304500821110168,28.0,0.0,1.0
7.2348,19.48,-4.08,6.775,-0.2914000000000001,6.093121446352436,7.8100000000000005,-0.07575621179118665,14.0,0.0,-0.5428,8.3,-19.61,-0.265,0.2666,5.013879152911446,4.2675,-1.393585537466483,27.0,0.28,-5.1857999999999995,17.85,-19.61,-6.205,0.9956,10.077430444314663,14.917499999999999,0.3585371689918834,25.0,0.0,1.0
7.145599999999999,19.48,-4.08,6.65,-0.002399999999999949,6.054059517381705,7.6325,-0.027448148443290524,13.0,0.0,0.5454000000000001,14.66,-7.8,0.19,-0.2504,3.7895072027903574,3.6975,0.9624257974104659,24.0,0.04,-5.5748,17.85,-19.61,-6.205,0.8747000000000001,9.520115806018328,13.8925,0.35487887138888935,25.0,0.0,1.0
8.125200000000001,19.61,-4.08,7.335,0.022200000000000008,6.21493499241947,7.38,0.056147091829244156,10.0,0.0,0.9956,14.66,-5.26,0.11,0.113,3.850130989979432,3.71,1.2828487896617091,24.0,0.44,-5.045399999999999,17.85,-19.61,-4.555,-0.02810000000000006,9.75018527208586,13.7775,0.2445153850781021,28.0,0.0,1.0
8.2864,19.61,-3.21,8.02,0.1229000000000002,5.9143935479472445,7.6525,0.032130900321551956,7.0,0.0,1.3607999999999998,14.66,-5.26,0.19,0.1665,3.8916278547672056,3.4524999999999997,1.1744798622493462,22.0,0.0,-3.81,17.85,-19.61,-3.41,0.14989999999999998,9.916136546054616,16.482499999999998,0.1317384627630712,30.0,0.0,1.0
8.6544,19.61,-1.94,8.425,0.05440000000000001,5.65412952097845,8.0125,0.11670132375220978,4.0,0.0,1.9516,14.66,-5.26,1.3450000000000002,0.42210000000000003,4.17306858798175,4.87,0.8940815088185016,23.0,0.0,-4.158199999999999,19.05,-19.61,-3.955,-0.37600000000000017,10.842707353793147,18.105,0.27975852967661924,32.0,0.34,1.0
9.1252,19.61,-2.81,8.77,0.4134,5.793399085165805,9.105,-0.004228210244314217,2.0,0.0,2.304,14.66,-3.79,1.7850000000000001,0.27290000000000003,4.510221280602538,6.592499999999999,0.8714900437085065,24.0,0.0,-3.9277999999999995,19.05,-19.61,-3.41,-0.4514000000000001,10.966711684000815,18.3625,0.16086126551390986,32.0,0.34,1.0
9.783999999999999,19.61,-2.81,10.985,-0.6308,6.296396747346851,9.98,-0.19262896264472798,5.0,0.0,1.9405999999999997,17.91,-4.88,0.81,-0.3000999999999999,4.827853523047277,5.834999999999999,1.143197146516094,25.0,0.0,-3.8332000000000006,19.05,-19.61,-3.135,0.9058999999999997,11.256682004924897,18.442500000000003,0.2524639426813873,31.0,0.34,1.0
9.9382,19.61,-2.81,11.52,0.020700000000000038,6.094107215991526,9.9475,-0.2973287622959682,6.0,0.0,1.508,17.91,-6.54,0.8,-0.036599999999999897,4.868624035597738,4.115,1.1395862234272158,24.0,0.0,-3.5572000000000004,19.14,-19.61,-3.6100000000000003,0.07049999999999994,11.523067827622988,19.8425,0.3406794836752444,30.0,0.28,1.0
9.9034,19.61,-2.81,11.515,-0.1479999999999999,6.237991538949055,10.845,-0.26915110459973224,6.0,0.0,1.2544,17.91,-6.54,0.65,0.13960000000000006,5.017532525056514,4.1925,1.248847492552346,25.0,0.0,-4.5872,19.14,-19.61,-4.265000000000001,0.17149999999999987,11.659677703950482,17.810000000000002,0.4004852459896414,29.0,0.3,1.0
9.7266,19.61,-2.81,10.969999999999999,-0.48739999999999994,6.385321796119597,10.627500000000001,-0.23261080577316437,8.0,0.0,0.5612,17.91,-6.54,-0.34,-0.15810000000000005,4.613941759493719,3.7925000000000004,1.728769618859544,25.0,0.5,-5.0626,19.14,-19.61,-4.965,1.0318,11.301115132587581,19.5275,0.3170709348811892,29.0,0.0,1.0
9.290400000000002,19.61,-1.13,9.825,-0.31749999999999984,5.931709689457163,9.83,-0.0627888426215841,6.0,0.0,0.5288,17.91,-6.54,-0.22999999999999998,-0.004300000000000077,4.358105386518321,2.4800000000000004,1.9416745379357798,25.0,0.5,-5.305200000000001,19.14,-19.61,-4.875,0.5376000000000001,10.881646794488415,19.1225,0.30484102189099366,29.0,0.3,1.0
9.0726,19.61,-1.19,9.75,-0.317,5.740549733257261,10.3,-0.059033970332301754,3.0,0.0,0.23420000000000002,12.65,-7.98,-0.29500000000000004,0.03500000000000002,3.8262844065751307,2.8325,1.1687665796405655,24.0,0.5,-5.112400000000001,19.14,-19.61,-4.875,0.6745000000000002,11.257139167657119,20.1075,0.34247469676978615,29.0,0.3,1.0
8.9636,18.53,-1.19,9.75,-0.42169999999999985,5.742230841754797,10.675,-0.10352347815993804,4.0,0.0,0.2986,12.65,-7.98,-0.38,0.10690000000000001,3.4888181437271846,2.87,1.366767100328282,22.0,0.3,-5.574,19.0,-19.61,-6.1850000000000005,0.9191999999999999,11.212379765241632,20.155,0.3338167147488325,29.0,0.3,1.0
9.3012,18.53,-1.19,9.825,-0.26370000000000005,5.567649284931657,9.73,-0.1704103773288119,4.0,0.0,0.10959999999999999,12.65,-7.98,-0.45,-0.08289999999999999,3.280838283122166,3.1174999999999997,0.9652648456643629,22.0,0.3,-5.191,19.61,-19.61,-6.3100000000000005,0.9455,11.89174406889082,20.537499999999998,0.4205231427312313,29.0,0.3,1.0
9.5972,18.53,-1.19,9.945,0.06910000000000005,5.45720919151905,9.947500000000002,-0.16974667508243682,2.0,0.0,0.7184,12.65,-7.98,-0.04,-0.02259999999999998,3.7581422857576854,3.765,0.74411567791214,21.0,0.3,-4.74,19.61,-19.61,-5.925000000000001,-0.2550999999999998,11.987413399061534,19.4875,0.43150310714687273,30.0,0.3,1.0
8.292,18.53,-9.67,8.780000000000001,-0.39210000000000006,7.2281123400235,11.66,-0.6407952380288504,4.0,0.0,0.3765999999999999,10.64,-7.98,-0.21,0.1250000000000001,3.504644695257994,4.0600000000000005,0.39555391635517495,22.0,0.3,-4.6794,19.61,-19.61,-6.37,0.9702000000000001,11.857292002814132,18.205000000000002,0.4723317571642737,29.0,0.3,1.0
8.3544,18.6,-9.67,9.094999999999999,-0.28989999999999994,7.075753574001854,11.015,-0.682618214389197,2.0,0.0,0.7694,14.16,-6.78,-0.04,-0.007599999999999989,3.8899693623472156,4.7475000000000005,1.0088188192612058,24.0,0.38,-4.847,19.61,-19.61,-6.095000000000001,0.9838,11.305890367414678,16.72,0.40271624583137106,29.0,0.3,1.0
8.3946,19.61,-9.67,8.705,0.06190000000000003,6.9072588513823625,9.5125,-0.7031099108665841,2.0,0.0,1.2098,16.76,-6.78,0.21000000000000002,-0.25919999999999993,4.62008462693055,4.99,1.168072276666733,25.0,0.38,-4.2668,19.61,-19.61,-5.59,0.3252000000000001,11.197563384951211,16.384999999999998,0.3804153044857405,30.0,0.3,1.0
8.751599999999998,19.61,-9.67,8.71,-0.3397,7.455940278730778,10.602500000000003,-0.5319313688775309,2.0,0.0,0.8338000000000001,16.76,-10.15,-0.15,-0.19649999999999992,4.960058019821946,4.859999999999999,0.9429643214425844,23.0,0.38,-4.5036000000000005,19.61,-19.61,-4.885,0.6107999999999998,11.080350492651394,18.19,0.32681432704467056,29.0,0.3,1.0
8.706599999999998,19.61,-9.67,8.3,-0.4053000000000001,7.626677811472043,11.46,-0.47116842642425644,4.0,0.0,-0.18560000000000013,16.76,-12.48,-0.84,0.24790000000000004,5.056324024427232,3.9175000000000004,0.8570815217127944,23.0,0.02,-4.621,19.61,-19.61,-4.095000000000001,0.7989,10.75207538106016,16.9975,0.2006295790154439,29.0,0.3,1.0
10.686,19.61,-0.45,10.7,0.26959999999999995,6.207386889827313,10.057500000000001,-0.023113701685526667,2.0,0.0,-0.3642,16.76,-12.48,-0.84,0.2043,5.419784161754045,4.0,0.6747012464647567,22.0,0.02,-4.8586,19.61,-19.61,-5.76,-0.3897,11.492368077989845,19.9625,0.2581170413795742,30.0,0.3,1.0
10.528599999999999,19.61,-0.45,10.485,-0.026199999999999973,6.319229703057169,11.704999999999998,0.06371402184692646,2.0,0.0,-0.5022,16.76,-12.64,-0.6399999999999999,-0.9068,5.533616282323884,4.6,0.33627011630385195,25.0,0.48,-5.11,19.61,-19.61,-3.955,-0.09579999999999991,11.463468759498584,19.9625,0.221032421543261,30.0,0.3,1.0
9.5734,19.61,-8.82,10.510000000000002,-0.20069999999999985,7.372411168674737,12.055,-0.3217310950271947,4.0,0.0,-1.057,11.02,-12.64,-0.99,-0.15119999999999997,4.8935231684339655,3.47,-0.06909406565201895,23.0,0.48,-5.6712,19.61,-19.61,-6.875,0.3836000000000002,11.529663592663924,19.95,0.3315500020503311,30.0,0.0,1.0
9.087600000000002,19.61,-8.82,8.06,-0.4817,6.957208221693526,10.895,-0.26021794265270154,4.0,0.0,-0.2395999999999999,12.34,-12.64,-0.81,0.5225,5.182527167319048,4.4725,0.09365155926324144,27.0,0.12,-5.245799999999999,17.94,-19.61,-6.875,0.8234000000000001,11.247131739248012,19.005,0.26696566199309485,31.0,0.32,1.0
9.080200000000001,19.61,-8.82,7.73,-0.1891,6.7232068211531315,10.93,-0.23039314952023746,2.0,0.0,0.28159999999999996,12.34,-12.64,-0.72,0.1677,4.996536144170279,5.395,0.2255626319205595,30.0,0.12,-4.647199999999999,17.94,-19.61,-3.185,0.3944,11.071679735252461,17.6775,0.19271929333049936,32.0,0.32,1.0
8.810800000000002,19.61,-8.82,7.73,0.09629999999999997,6.431671583655372,9.817499999999999,-0.2658246275045141,2.0,0.0,0.3344,12.34,-12.64,-0.875,0.02399999999999993,4.815230486695315,5.994999999999999,0.39256688879709545,32.0,0.34,-4.3058000000000005,17.94,-19.61,-2.115,-0.044200000000000156,10.898125359895618,17.6775,0.09079366411180753,32.0,0.32,1.0
9.1686,19.61,-8.82,8.22,-0.45260000000000006,6.446057713052218,9.344999999999999,-0.3772559984040323,2.0,0.0,0.004200000000000048,12.34,-7.17,-0.875,0.07939999999999996,4.211237390601484,4.6825,0.8391659859357407,29.0,0.34,-2.6304000000000003,19.61,-19.61,-3.185,1.1945,11.694965576691535,14.860000000000001,0.26589791164483917,33.0,0.34,1.0
9.919,19.61,1.43,8.235,0.05270000000000003,5.043167357921012,8.285,0.44974272423849426,0.0,0.0,0.2364,12.34,-7.17,-0.73,0.1107,4.233749524948306,5.1175,0.8011784712674507,31.0,0.34,-1.2835999999999999,19.61,-19.61,-2.115,-0.5918,10.93462075428316,14.985,0.07299277911383613,32.0,0.34,1.0
10.5428,19.61,1.43,10.0,0.5137999999999999,5.1838321886419125,9.6475,0.08565100451171553,0.0,0.0,-0.24440000000000006,16.32,-14.37,-0.7949999999999999,0.5018,4.825193948433576,4.8575,0.5598570958479195,29.0,0.3,-2.3544,19.61,-19.61,-2.31,-0.8028,11.4490125617889,17.395000000000003,0.1056398567946468,32.0,0.32,1.0
10.727000000000002,19.61,1.43,11.665,-0.24040000000000006,5.168167663688941,8.785,-0.02167527474173622,0.0,0.0,-0.3994,16.32,-14.37,-0.775,0.03150000000000004,4.792177964141149,4.7575,0.46448720505727753,30.0,0.3,-3.372,19.61,-19.61,-3.5549999999999997,0.5934999999999999,11.787216804657493,16.534999999999997,0.19543284630705865,32.0,0.32,1.0
10.796000000000001,19.61,-3.79,11.715,0.1253000000000001,5.597808857043978,7.967499999999999,-0.3215503949047378,2.0,0.0,0.03940000000000011,16.32,-14.37,-0.38,0.011000000000000058,5.108888885070804,4.5125,0.7333501742678831,28.0,0.5,-2.856,19.61,-19.61,-4.195,-0.059499999999999956,12.561188001140657,19.74,0.2695956817678295,32.0,0.32,1.0
11.3026,19.61,-3.79,12.495,0.19529999999999997,5.808222037766807,9.475000000000001,-0.42570869140383233,2.0,0.0,0.38620000000000004,16.32,-14.37,-0.38,0.15560000000000004,5.215566274145119,4.6775,0.7185264120094366,27.0,0.44,-4.742000000000001,19.61,-19.61,-5.995,-0.1429999999999999,12.757864711620044,25.515,0.35828660270167034,32.0,0.32,1.0
11.156199999999998,19.61,-3.79,12.239999999999998,0.009100000000000117,5.805210724857454,10.6125,-0.40268906032972446,2.0,0.0,0.25460000000000016,16.32,-14.37,-0.385,-0.17209999999999998,5.163119680968086,4.775,0.7602036166373302,27.0,0.44,-4.949000000000001,19.61,-19.61,-6.12,0.38,12.744135945602588,24.707499999999996,0.45456865096406224,32.0,0.34,1.0
10.946000000000002,19.61,-3.79,11.135,-0.11149999999999995,5.861699412286508,9.735,-0.15072135666390762,2.0,0.0,0.3308,15.89,-9.5,0.02,0.049199999999999945,4.0034454361212415,4.205,1.19036430187348,26.0,0.44,-4.3666,19.61,-19.61,-4.45,0.22469999999999998,12.29109345990014,19.255,0.3460542956308637,32.0,0.32,1.0
10.563999999999998,19.61,-3.79,9.51,0.3329000000000001,5.786365698778465,9.735,0.02789880856456202,2.0,0.0,0.932,15.89,-5.49,0.57,-0.1923999999999999,4.420367405544476,4.065,1.3662635853058978,25.0,0.24,-3.405,19.61,-19.61,-3.13,-0.6868000000000001,11.853986038459807,17.455000000000002,0.22958551482982753,33.0,0.32,1.0
10.4214,19.61,2.68,8.445,0.19400000000000006,5.486861766073572,9.93,0.5013462450963986,0.0,0.0,1.3768,19.61,-4.77,0.32499999999999996,0.12440000000000005,4.813236100587629,4.65,1.5757713964526483,28.0,0.0,-4.3424000000000005,19.61,-19.61,-2.2800000000000002,-0.24059999999999998,10.80219765788425,16.9875,-0.011656079747113171,32.0,0.32,1.0
9.8426,19.61,3.18,8.274999999999999,-0.1444,5.048853259899716,5.8275,0.7631069204019324,0.0,0.0,1.1690000000000003,19.61,-9.0,0.02,-0.010800000000000108,5.583065913993852,4.89,1.393498645900102,29.0,0.28,-4.4086,16.31,-19.61,-2.17,0.28990000000000005,10.00043639247808,16.26,-0.2640151075500213,32.0,0.0,1.0
9.9768,19.61,3.18,8.114999999999998,0.09370000000000003,5.1750650005579635,6.3325,0.8065428539895658,0.0,0.0,1.6994,19.61,-9.0,0.65,-0.09080000000000008,5.534619195572537,4.53,1.2107741594430315,26.0,0.0,-4.966600000000001,12.64,-19.61,-1.73,-0.11310000000000002,9.873715533678292,19.875,-0.4093369596639869,34.0,0.0,1.0
